KYCRSP_FUNDNO;FEXP_RATIO;FMGMT_FEE;FTURN_RATIO;FFEBEGDT;FFEENDDT
17892;0,01;0,735;0,7;31/12/2000;30/12/2001
17892;0,0097;0,672;0,94;31/12/2001;28/03/2002
17893;0,015;0,864;0,41;30/09/1999;29/09/2000
17893;0,0168;1,203;0,22;30/09/2000;29/09/2001
17893;0,016;1,053;0,07;30/09/2001;29/09/2002
17893;0,0169;1,063;0,17;30/09/2002;29/09/2003
17893;0,0172;1,058;0,27;30/09/2003;29/09/2004
17893;0,0166;1,067;0,11;30/09/2004;29/09/2005
17893;0,0172;1,076;0,19;30/09/2005;29/09/2006
17893;0,0175;1,079;0,32;30/09/2006;31/01/2007
17896;0,015;0,395;0,35;30/09/2005;29/09/2006
17896;0,015;0,3;0,08;30/09/2006;31/01/2007
17913;0,01;0,87;0,67;31/10/1999;30/10/2000
17913;0,01;0,874;0,6;31/10/2000;30/10/2001
17913;0,01;0,85;0,35;31/10/2001;31/07/2002
17917;0,0125;1,25;0;28/02/1999;28/02/2000
17917;0,0125;1,25;0,04;29/02/2000;27/02/2001
17917;0,0125;1,25;0,2;28/02/2001;27/02/2002
17917;0,0187;1,25;-99;28/02/2002;27/02/2003
17917;0,0125;1,25;0,01;28/02/2003;28/02/2004
17917;0,0141;1,25;0;29/02/2004;30/11/2004
17918;0,0232;-1,112;0,64;31/12/1999;30/12/2000
17918;0,0298;0,692;1,45;31/12/2000;30/12/2001
17918;0,0298;-1,418;1,2;31/12/2001;30/12/2002
17918;0,0298;-2,464;0,77;31/12/2002;28/11/2003
17952;0,0084;0,778;0,62;31/12/1999;30/12/2000
17952;0,0086;0,783;0,36;31/12/2000;30/12/2001
17952;0,009;0,791;0,89;31/12/2001;30/12/2002
17952;0,0097;0,8;0,74;31/12/2002;30/12/2003
17952;0,0098;0,806;0,46;31/12/2003;30/12/2004
17952;0,0098;0,805;0,57;31/12/2004;30/12/2005
17952;0,0097;0,804;0,73;31/12/2005;30/11/2006
17982;0,017;-1,962;0,21;31/10/2000;30/10/2001
17982;0,017;-2,042;0,43;31/10/2001;30/10/2002
17982;0,017;-3,202;0,43;31/10/2002;30/10/2003
17982;0,017;-2,813;0,52;31/10/2003;30/09/2004
18083;0,0066;0,604;0,72;31/12/2001;30/12/2002
18083;0,0064;0,58;1,07;31/12/2002;30/12/2003
18083;0,0063;0,579;1,07;31/12/2003;30/12/2004
18083;0,0059;0,563;1,31;31/12/2004;30/12/2005
18083;0,0106;0,562;2,65;31/12/2005;31/03/2008
18163;0,0134;0,75;2,23;30/09/2001;29/09/2002
18163;0,0152;0,754;0,96;30/09/2002;29/09/2003
18163;0,0152;0,748;1,15;30/09/2003;29/09/2004
18163;0,0135;0,733;1,18;30/09/2004;29/09/2005
18163;0,0145;0,75;0,7;30/09/2005;29/09/2006
18163;0,0162;0,744;0,92;30/09/2006;28/02/2007
18167;0,0194;0,749;0,15;30/04/2000;29/04/2001
18167;0,0193;0,747;0,1;30/04/2001;29/04/2002
18167;0,0192;0,75;0,37;30/04/2002;29/04/2003
18167;0,0194;0,75;0,55;30/04/2003;29/04/2004
18167;0,0191;0,75;0,58;30/04/2004;29/04/2005
18167;0,0194;0,677;0,22;30/04/2005;29/04/2006
18167;0,0197;0,727;0,29;30/04/2006;31/01/2007
18273;0,0135;0,287;1,04;31/10/1999;30/10/2000
18273;0,0135;0,269;0,81;31/10/2000;30/10/2001
18273;0,0135;-0,185;0,57;31/10/2001;30/10/2002
18273;0,0135;-0,48;0,21;31/10/2002;30/10/2003
18273;0,0135;-0,231;1,41;31/10/2003;30/10/2004
18273;0,0134;0,329;1,29;31/10/2004;30/10/2005
18273;0,0135;0,461;1,25;31/10/2005;30/10/2006
18273;0,0136;0,691;0,95;31/10/2006;28/02/2007
18301;0,0124;0,814;1,42;31/12/1999;30/12/2000
18301;0,0117;0,85;1,23;31/12/2000;30/12/2001
18301;0,011;0,85;0,97;31/12/2001;30/12/2002
18301;0,0077;0,471;0,84;31/12/2002;30/12/2003
18301;0,0109;0,749;1,43;31/12/2003;30/12/2004
18301;0,0095;0,749;1,3;31/12/2004;30/12/2005
18301;0,0088;0,746;1,17;31/12/2005;30/12/2006
18301;0,0093;0,731;0,94;31/12/2006;28/02/2007
18391;0,0135;0,884;0,96;31/12/1999;30/12/2000
18391;0,0137;0,865;0,85;31/12/2000;30/12/2001
18391;0,0165;0,913;0,84;31/12/2001;28/06/2002
18438;0,011;0,8;0,81;30/06/2000;29/06/2001
18438;0,0107;0,744;1,04;30/06/2001;29/06/2002
18438;0,0106;0,703;0,47;30/06/2002;30/06/2002
18456;0,016;-2,695;1,05;31/10/1999;30/10/2000
18456;0,016;-0,791;1,3;31/10/2000;30/10/2001
18456;0,016;-1,015;1,94;31/10/2001;31/10/2002
18466;0,0142;0,711;1,34;31/10/1999;30/10/2000
18466;0,0142;0,817;1,22;31/10/2000;30/10/2001
18466;0,0137;0,693;1,13;31/10/2001;31/10/2002
18472;0,01;0,697;0,67;31/10/1999;30/10/2000
18472;0,0103;0,7;0,58;31/10/2000;30/10/2001
18472;0,0099;0,689;0,18;31/10/2001;28/06/2002
18474;0,015;0,676;0,45;30/09/1999;29/09/2000
18474;0,015;0,636;0,72;30/09/2000;29/09/2001
18474;0,015;0,369;-99;30/09/2001;28/06/2002
18480;0,0107;0,889;0,88;30/09/1999;29/09/2000
18480;0,0119;0,894;1,19;30/09/2000;29/09/2001
18480;0,0121;0,9;1,64;30/09/2001;29/11/2002
18484;0,0225;0,461;2,32;30/09/2001;29/11/2002
18485;0,0125;0,717;1,33;30/09/1999;29/09/2000
18485;0,0125;0,776;2,42;30/09/2000;29/09/2001
18485;0,0125;0,461;2,32;30/09/2001;29/11/2002
18490;0,0149;0,901;0,68;30/09/1999;29/09/2000
18490;0,0135;0,9;0,77;30/09/2000;29/09/2001
18490;0,0148;0,9;0,56;30/09/2001;28/06/2002
18494;0,0191;-0,596;0,72;30/09/2000;29/09/2001
18494;0,021;0,226;0,23;30/09/2001;28/06/2002
18513;0,0145;0,999;1,05;30/06/1999;29/06/2000
18513;0,0193;1;8,17;30/06/2000;29/06/2001
18513;0,02136;1;4,98;30/06/2001;29/06/2002
18513;0,01989;1,088;2,48;30/06/2002;29/06/2003
18513;0,02176;0,929;1,87;30/06/2003;31/03/2004
18514;0,0094;0,7;0,66;30/06/1999;29/06/2000
18514;0,0097;0,7;1,74;30/06/2000;29/06/2001
18514;0,01077;0,7;2,11;30/06/2001;29/06/2002
18514;0,0147;0,78;1,29;30/06/2002;29/06/2003
18514;0,015;0,212;1,06;30/06/2003;27/02/2004
18518;0,0066;0,522;0,32;30/06/1999;29/06/2000
18518;0,0073;0,541;1,25;30/06/2000;29/06/2001
18518;0,00847;0,568;1,7;30/06/2001;29/06/2002
18518;0,0114;0,738;0,58;30/06/2002;29/06/2003
18518;0,0125;0,741;0,33;30/06/2003;27/02/2004
18519;0,0057;0,374;0,53;30/06/1999;29/06/2000
18519;0,0082;0,613;1,3;30/06/2000;29/06/2001
18519;0,00707;0,419;2,33;30/06/2001;29/06/2002
18519;0,0133;0,869;1,36;30/06/2002;29/06/2003
18519;0,0135;0,735;1,19;30/06/2003;27/02/2004
18524;0,0151;1,3;0,52;31/12/1999;30/12/2000
18524;0,011;0,632;3,47;31/12/2000;30/12/2001
18524;0,011;0,75;1,7;31/12/2001;31/05/2002
18588;0,009;0,676;1,74;30/09/2000;29/09/2001
18588;0,009;0,704;1,5;30/09/2001;29/09/2002
18588;0,009;0,645;1,57;30/09/2002;29/09/2003
18588;0,009;0,374;2,2;30/09/2003;29/09/2004
18588;0,009;0,35;2,35;30/09/2004;31/03/2005
18594;0,009;-0,205;1,45;30/09/2001;29/09/2002
18594;0,009;-0,154;2,16;30/09/2002;29/09/2003
18594;0,009;-0,768;2,46;30/09/2003;29/09/2004
18594;0,009;-0,389;2,87;30/09/2004;29/04/2005
18717;0,0135;0,768;0,05;31/10/1999;30/10/2000
18717;0,0135;0,964;0,67;31/10/2000;30/10/2001
18717;0,0135;0,881;0,87;31/10/2001;30/10/2002
18717;0,0134;0,795;0,69;31/10/2002;31/10/2003
18779;0,0085;0,323;0,57;31/10/1999;30/10/2000
18779;0,0083;0,316;0,47;31/10/2000;30/10/2001
18779;0,0096;0,368;0,21;31/10/2001;30/10/2002
18779;0,0109;0,397;0,61;31/10/2002;30/10/2003
18779;0,0114;0,41;0,1;31/10/2003;30/07/2004
18785;0,015;0,464;0,49;31/10/1999;30/10/2000
18785;0,01363;0,452;1,43;31/10/2000;30/10/2001
18785;0,0159;0,467;1,26;31/10/2001;30/10/2002
18785;0,0184;0,485;1,17;31/10/2002;30/10/2003
18785;0,0201;0,539;1,26;31/10/2003;30/07/2004
18789;0,0126;0,8;0,75;31/10/1999;30/10/2000
18789;0,0125;0,839;0,72;31/10/2000;30/10/2001
18789;0,0126;0,498;1,96;31/10/2001;28/03/2002
18790;0,008;0,429;0,87;31/12/1999;30/12/2000
18790;0,008;0,429;1,41;31/12/2000;30/12/2001
18790;0,009;0,434;0,96;31/12/2001;30/12/2002
18790;0,0094;0,445;0,9;31/12/2002;30/12/2003
18790;0,0089;0,449;0,84;31/12/2003;30/12/2004
18790;0,0094;0,449;0,61;31/12/2004;30/12/2005
18790;0,0095;0,452;1,33;31/12/2005;30/12/2006
18790;0,0096;0,47;0,61;31/12/2006;31/05/2007
18929;0,006;-0,526;0,09;31/05/2003;30/05/2004
18929;0,006;-0,068;-99;31/05/2004;30/05/2005
18929;0,006;-0,077;-99;31/05/2005;30/05/2006
18929;0,006;-0,046;0,01;31/05/2006;30/05/2007
18929;0,006;-0,039;0,03;31/05/2007;31/03/2008
19145;0,0066;0,497;0,99;30/06/1999;29/06/2000
19145;0,0066;0,498;0,99;30/06/2000;29/06/2001
19145;0,0056;0,395;0,99;30/06/2001;29/06/2002
19145;0,0056;0,299;1,79;30/06/2002;29/06/2003
19145;0,0055;0,069;1,03;30/06/2003;30/09/2004
19150;0,0056;0,426;3,14;30/06/2001;29/06/2002
19150;0,0055;0,435;2,17;30/06/2002;29/06/2003
19150;0,0055;0,435;2,13;30/06/2003;29/06/2004
19150;0,0055;0,468;1,19;30/06/2004;29/06/2005
19150;0,0055;0,346;0,89;30/06/2005;29/06/2006
19150;0,0055;0,247;1,09;30/06/2006;30/11/2006
19151;0,0066;-0,126;0,36;30/06/1999;29/06/2000
19151;0,0065;0,226;0,86;30/06/2000;29/06/2001
19151;0,0057;0,183;0,82;30/06/2001;29/06/2002
19151;0,0055;-0,239;0,71;30/06/2002;29/06/2003
19151;0,0055;-0,128;0,95;30/06/2003;28/05/2004
19223;0,0201;0,763;3,34;31/08/1999;30/08/2000
19223;0,0197;0,764;4,95;31/08/2000;30/08/2001
19223;0,0201;0,764;3,19;31/08/2001;30/08/2002
19223;0,0211;0,759;2,82;31/08/2002;30/08/2003
19223;0,0216;0,76;0,72;31/08/2003;30/08/2004
19223;0,0208;0,758;0,84;31/08/2004;30/06/2005
19251;0,0103;0,763;1,12;31/08/1999;30/08/2000
19251;0,0097;0,764;1,04;31/08/2000;30/08/2001
19251;0,0102;0,763;1,04;31/08/2001;30/08/2002
19251;0,011;0,76;1,16;31/08/2002;30/08/2003
19251;0,0106;0,76;0,72;31/08/2003;30/08/2004
19251;0,0096;0,704;0,8;31/08/2004;30/08/2005
19251;0,0091;0,66;0,69;31/08/2005;30/08/2006
19251;0,0092;0,663;1,71;31/08/2006;31/05/2007
19294;0,0197;0,763;1,05;30/11/1999;29/11/2000
19294;0,0193;0,751;0,98;30/11/2000;29/11/2001
19294;0,0201;0,762;0,87;30/11/2001;29/11/2002
19294;0,0203;0,761;0,72;30/11/2002;29/11/2003
19294;0,0207;0,759;0,88;30/11/2003;29/11/2004
19294;0,0202;0,757;0,96;30/11/2004;30/06/2005
19356;0,0118;0,723;1,55;30/11/1999;29/11/2000
19356;0,0111;0,676;1,17;30/11/2000;29/11/2001
19356;0,0118;0,668;1,11;30/11/2001;29/11/2002
19356;0,0123;0,694;0,95;30/11/2002;29/11/2003
19356;0,0125;0,719;0,63;30/11/2003;29/11/2004
19356;0,012;0,673;0,73;30/11/2004;29/11/2005
19356;0,0121;0,671;0,62;30/11/2005;29/11/2006
19356;0,0121;0,675;1,02;30/11/2006;31/05/2007
19502;0,015;0,422;0,77;31/12/2001;30/12/2002
19502;0,015;0,436;0,84;31/12/2002;28/11/2003
19545;0,0255;0,512;0,63;31/12/1999;30/12/2000
19545;0,0255;0,759;0,6;31/12/2000;30/12/2001
19545;0,0249;0,85;0,44;31/12/2001;30/12/2002
19545;0,0245;0,64;1,2;31/12/2002;30/10/2003
19545;0,0245;0,597;0,05;31/10/2003;28/02/2005
19547;0,0251;1;0,43;31/12/1999;30/12/2000
19547;0,0241;1;0,46;31/12/2000;30/12/2001
19547;0,0256;1;0,27;31/12/2001;30/12/2002
19547;0,028;1;0,32;31/12/2002;30/10/2003
19547;0,0289;1;0,4;31/10/2003;30/10/2004
19547;0,0271;0,953;0,32;31/10/2004;30/06/2005
19624;0,01108;0,978;1,6;31/10/2000;30/10/2001
19624;0,011;0,943;2,12;31/10/2001;30/10/2002
19624;0,012;0,539;1,7;31/10/2002;30/10/2003
19624;0,0158;1;1,11;31/10/2003;30/10/2004
19624;0,0156;1;1,07;31/10/2004;30/05/2005
19624;0,0166;1;1,39;31/05/2005;30/10/2005
19624;0,0166;1;1,39;31/10/2005;30/05/2006
19624;0,0158;1;0,74;31/05/2006;30/06/2006
19630;0,011;0,378;0,61;31/10/2004;30/10/2005
19630;0,011;0,167;0,73;31/10/2005;31/07/2006
19652;0,0088;0,539;5,27;31/03/1999;30/03/2000
19652;0,0088;0,571;4,42;31/03/2000;30/03/2001
19652;0,00923;0,603;6,24;31/03/2001;30/03/2002
19652;0,0091;0,53;5,98;31/03/2002;31/07/2003
19664;0,0168;0,877;2,8;31/12/1999;30/12/2000
19664;0,0151;0,9;4,49;31/12/2000;30/12/2001
19664;0,0167;0,9;0,08;31/12/2001;30/12/2002
19664;0,0175;0,833;0,09;31/12/2002;30/12/2003
19664;0,0175;0,681;0,03;31/12/2003;30/12/2004
19664;0,0175;0,578;0,35;31/12/2004;30/12/2005
19664;0,0158;0,627;0,17;31/12/2005;30/11/2006
19802;0,0195;0,805;0,28;31/03/2005;31/03/2006
19805;0,012;0,435;1,57;31/03/1999;30/03/2000
19805;0,012;0,509;0,9;31/03/2000;30/03/2001
19805;0,012;0,547;0,45;31/03/2001;30/03/2002
19805;0,012;0,546;0,37;31/03/2002;30/03/2003
19805;0,012;0,558;0,64;31/03/2003;30/03/2004
19805;0,012;0,705;0,29;31/03/2004;30/03/2005
19805;0,0119;0,75;0,34;31/03/2005;31/03/2006
19810;0,0095;-0,062;0,35;31/03/2000;30/03/2001
19810;0,0095;0,116;0,45;31/03/2001;30/03/2002
19810;0,0095;0,27;0,29;31/03/2002;30/03/2003
19810;0,0095;0,277;0,15;31/03/2003;30/03/2004
19810;0,0095;0,461;0,09;31/03/2004;30/03/2005
19810;0,0083;0,38;0,14;31/03/2005;31/03/2006
19884;0,0057;0,554;0,1;31/12/1999;30/12/2000
19884;0,0059;0,568;0,69;31/12/2000;30/12/2001
19884;0,0059;0,568;0,99;31/12/2001;30/12/2002
19884;0,0059;0,568;0,62;31/12/2002;30/12/2003
19884;0,0059;0,567;0,64;31/12/2003;30/11/2004
19901;0,0067;0,653;0,34;31/12/1999;30/12/2000
19901;0,0068;0,665;0,61;31/12/2000;30/12/2001
19901;0,0069;0,664;0,91;31/12/2001;30/12/2002
19901;0,0069;0,664;0,49;31/12/2002;30/12/2003
19901;0,0069;0,664;0,26;31/12/2003;30/11/2004
19929;0,0059;0,548;1,2;31/10/2005;30/10/2006
19929;0,0059;0,524;1,33;31/10/2006;31/03/2008
19982;0,0097;0,768;1,14;31/12/1999;30/12/2000
19982;0,008;0,738;2,64;31/12/2000;30/12/2001
19982;0,0078;0,733;2,79;31/12/2001;30/12/2002
19982;0,008;0,761;2,24;31/12/2002;30/12/2003
19982;0,008;0,768;2,6;31/12/2003;30/12/2004
19982;0,008;0,768;1,81;31/12/2004;30/12/2005
19982;0,0079;0,767;0,92;31/12/2005;30/12/2006
19982;0,0079;0,767;1,14;31/12/2006;31/03/2008
20127;0,0357;1,476;0,69;30/06/1999;29/06/2000
20127;0,0322;1,436;1,02;30/06/2000;29/06/2001
20127;0,0348;1,467;1,22;30/06/2001;29/06/2002
20127;0,0397;1,589;1,41;30/06/2002;29/06/2003
20127;0,0456;0,752;0,28;30/06/2003;29/06/2004
20127;0,0326;0,823;0,65;30/06/2004;29/06/2005
20127;0,0322;0,273;0,37;30/06/2005;28/02/2006
20172;0,0075;0,62;0,05;30/06/1999;29/06/2000
20172;0,0068;0,565;0,14;30/06/2000;29/06/2001
20172;0,0069;0,551;0,23;30/06/2001;29/06/2002
20172;0,0071;0,558;0,15;30/06/2002;29/06/2003
20172;0,0071;0,557;0,31;30/06/2003;29/06/2004
20172;0,0072;0,555;0,39;30/06/2004;29/06/2005
20172;0,0075;0,506;1,27;30/06/2005;29/06/2006
20172;0,0075;0,505;0,98;30/06/2006;29/06/2007
20172;0,0075;0,553;1,04;30/06/2007;31/03/2008
20185;0,0178;0,656;0,51;31/12/1999;30/12/2000
20185;0,0177;0,804;0,58;31/12/2000;30/12/2001
20185;0,0184;0,596;0,37;31/12/2001;31/03/2003
20188;0,0095;0,552;0,97;30/06/2004;29/06/2005
20188;0,0092;0,484;0,82;30/06/2005;29/06/2006
20188;0,0083;0,308;2,75;30/06/2006;31/10/2006
20189;0,0101;0,584;1,02;30/06/2004;29/06/2005
20189;0,00962;0,467;1,59;30/06/2005;29/06/2006
20189;0,0088;0,289;2,13;30/06/2006;31/10/2006
20190;0,0095;0,49;1,56;30/06/2004;29/06/2005
20190;0,00926;0,383;1,84;30/06/2005;29/06/2006
20190;0,0089;0,231;2,22;30/06/2006;31/10/2006
20244;0,0125;0,417;1,91;30/09/2001;29/09/2002
20244;0,0125;0,231;2,39;30/09/2002;29/09/2003
20244;0,0125;0,044;2,61;30/09/2003;29/09/2004
20244;0,0143;0,569;1,53;30/09/2004;31/08/2005
20345;0,024;-0,59;0,38;30/06/2002;29/06/2003
20345;0,0165;0,007;0,32;30/06/2003;29/06/2004
20345;0,0165;0,022;-99;30/06/2004;29/06/2005
20345;0,0166;-0,11;0,45;30/06/2005;29/06/2006
20345;0,0166;-0,714;0,42;30/06/2006;31/05/2007
20482;0,0236;0,65;1,14;31/05/2000;30/05/2001
20482;0,0223;0,65;1,97;31/05/2001;30/05/2002
20482;0,0232;0,65;1,39;31/05/2002;30/05/2003
20482;0,0269;0,64;1,08;31/05/2003;30/05/2004
20482;0,0239;0,611;0,96;31/05/2004;30/05/2005
20482;0,0241;0,505;0,47;31/05/2005;30/05/2006
20482;0,0241;0,344;0,4;31/05/2006;31/08/2006
20500;0,0011;-0,333;0,51;31/12/2001;30/12/2002
20500;0,0083;0,304;0,96;31/12/2002;30/12/2003
20500;0,01;0,5;0,09;31/12/2003;30/12/2004
20500;0,0095;0,5;0,04;31/12/2004;30/12/2005
20500;0,0096;0,499;0,02;31/12/2005;31/08/2006
20508;0,01;-0,756;0,47;31/12/2000;30/12/2001
20508;0,0101;-0,542;0,49;31/12/2001;30/12/2002
20508;0,0195;0,22;1,19;31/12/2002;30/12/2003
20508;0,0219;0,5;0,05;31/12/2003;30/12/2004
20508;0,0215;0,5;0,06;31/12/2004;30/12/2005
20508;0,0217;0,499;0,11;31/12/2005;31/08/2006
20549;0,0179;1,25;2,77;30/09/1999;29/09/2000
20549;0,0181;1,25;3,72;30/09/2000;29/09/2001
20549;0,01966;1,183;4,14;30/09/2001;29/09/2002
20549;0,01948;1,238;4,13;30/09/2002;29/09/2003
20549;0,0199;1,212;2,83;30/09/2003;30/09/2004
20552;0,026;1,25;3,08;30/09/1999;29/09/2000
20552;0,0188;1,25;4,41;30/09/2000;29/09/2001
20552;0,02084;1,224;6,28;30/09/2001;29/09/2002
20552;0,02215;1,208;5,16;30/09/2002;29/09/2003
20552;0,0299;1,213;1,88;30/09/2003;30/09/2004
20789;0,014;-1,9;2,47;30/06/2000;29/06/2001
20789;0,0149;-10,901;2,37;30/06/2001;29/06/2002
20789;0,0141;-17,449;2,04;30/06/2002;29/11/2002
20795;0,0157;1,07;0,71;30/06/1999;29/06/2000
20795;0,0161;1,07;0,93;30/06/2000;29/06/2001
20795;0,0161;1,07;1,17;30/06/2001;29/06/2002
20795;0,0163;0,955;1,52;30/06/2002;30/05/2003
20802;0,0138;1,015;0,39;30/06/1999;29/06/2000
20802;0,0149;1,07;0,79;30/06/2000;29/06/2001
20802;0,0143;1,07;0,81;30/06/2001;29/06/2002
20802;0,015;1,023;1;30/06/2002;30/05/2003
20819;0,0145;0,395;0,74;31/12/2002;30/09/2003
20837;0,0035;-4,809;0,19;31/05/1999;30/05/2000
20837;0,0035;0,06;0,45;31/05/2000;30/05/2001
20837;0,0035;0,162;0,67;31/05/2001;30/12/2001
20837;0,0035;0,204;0,21;31/12/2001;30/12/2002
20837;0,0035;0,288;0,56;31/12/2002;28/02/2003
20839;0,016;0,794;1,13;31/03/1999;30/03/2000
20839;0,0148;0,786;0,81;31/03/2000;30/03/2001
20839;0,0159;0,787;0,67;31/03/2001;30/03/2002
20839;0,0194;0,79;0,95;31/03/2002;30/03/2003
20839;0,0199;0,8;1,55;31/03/2003;30/03/2004
20839;0,0198;0,8;1,39;31/03/2004;30/03/2005
20839;0,0191;0,705;1,55;31/03/2005;30/03/2006
20839;0,018;0,565;0,75;31/03/2006;31/10/2006
20855;0,0186;0,645;5,57;31/10/1999;30/10/2000
20855;0,018;0,634;3,76;31/10/2000;30/10/2001
20855;0,0184;0,65;3,14;31/10/2001;28/06/2002
20903;0,0199;0,748;0,83;31/08/1999;30/08/2000
20903;0,0193;0,75;0,86;31/08/2000;30/08/2001
20903;0,0192;0,75;0,6;31/08/2001;30/08/2002
20903;0,0196;0,75;0,75;31/08/2002;30/08/2003
20903;0,0203;0,75;0,48;31/08/2003;31/03/2004
21012;0,0107;0,658;1,16;31/05/1999;30/05/2000
21012;0,0099;0,646;1,32;31/05/2000;30/05/2001
21012;0,0099;0,65;1,17;31/05/2001;30/12/2001
21012;0,0102;0,674;0,55;31/12/2001;30/12/2002
21012;0,0102;0,62;1;31/12/2002;30/12/2003
21012;0,0104;0,32;2,07;31/12/2003;28/02/2005
21036;0,0062;0,58;1,03;30/09/1999;29/09/2000
21036;0,0061;0,58;2,11;30/09/2000;29/09/2001
21036;0,0062;0,58;1,6;30/09/2001;29/09/2002
21036;0,0066;0,594;0,93;30/09/2002;29/09/2003
21036;0,0062;0,591;0,59;30/09/2003;29/09/2004
21036;0,0066;0,591;1,13;30/09/2004;29/09/2005
21036;0,0065;0,572;0,49;30/09/2005;28/04/2006
21062;0,0078;0,58;0,53;30/09/1999;29/09/2000
21062;0,0076;0,58;0,5;30/09/2000;29/09/2001
21062;0,0077;0,58;0,38;30/09/2001;29/09/2002
21062;0,0079;0,589;0,42;30/09/2002;29/09/2003
21062;0,0077;0,592;0,65;30/09/2003;29/09/2004
21062;0,0078;0,588;0,95;30/09/2004;29/09/2005
21062;0,0075;0,562;0,38;30/09/2005;29/09/2006
21062;0,008;0,58;0,26;30/09/2006;29/09/2007
21062;0,0078;0,579;0,28;30/09/2007;31/03/2008
21064;0,0115;-0,719;0,8;30/09/2001;29/09/2002
21064;0,0115;0,145;1,31;30/09/2002;29/09/2003
21064;0,0115;0,759;1,59;30/09/2003;30/06/2004
21065;0,0118;0,925;3;30/09/1999;29/09/2000
21065;0,0114;1,08;2,06;30/09/2000;29/09/2001
21065;0,0114;1,08;1,76;30/09/2001;29/09/2002
21065;0,0116;1,044;2,18;30/09/2002;30/09/2003
21090;0,011;-0,539;0,76;31/12/2006;30/12/2007
21090;0,0109;0,226;0,56;31/12/2007;30/06/2008
21092;0,011;-0,432;0,77;31/12/2006;30/12/2007
21092;0,011;0,176;0,48;31/12/2007;30/06/2008
21095;0,011;-0,556;0,6;31/12/2006;30/12/2007
21095;0,011;0,168;0,59;31/12/2007;30/06/2008
21097;0,006;-1,15;0,55;31/12/2006;30/12/2007
21097;0,0064;-0,175;0,62;31/12/2007;30/06/2008
21145;0,0197;0,6;0,26;29/02/2000;27/02/2001
21145;0,0192;0,6;0,61;28/02/2001;27/02/2002
21145;0,0197;0,6;0,32;28/02/2002;28/06/2002
21149;0,0193;0,75;4,32;31/07/2000;30/07/2001
21149;0,0194;0,75;3,99;31/07/2001;30/07/2002
21149;0,0205;0,75;3,25;31/07/2002;30/07/2003
21149;0,0215;0,75;2,63;31/07/2003;30/07/2004
21149;0,0213;0,75;2,19;31/07/2004;30/07/2005
21149;0,0217;0,75;1,23;31/07/2005;30/07/2006
21149;0,0213;0,75;0,61;31/07/2006;29/12/2006
21161;0,0213;0,75;2,42;31/07/2002;31/10/2003
21193;0,019;0,75;0,79;31/07/1999;30/07/2000
21193;0,0175;0,75;0,71;31/07/2000;30/07/2001
21193;0,0191;0,741;1,07;31/07/2001;30/07/2002
21193;0,0198;0,749;0,54;31/07/2002;30/07/2003
21193;0,0204;0,75;1,31;31/07/2003;30/07/2004
21193;0,0205;0,75;0,88;31/07/2004;30/07/2005
21193;0,021;0,75;1,01;31/07/2005;30/07/2006
21193;0,0233;0,75;1,18;31/07/2006;31/10/2006
21201;0,0203;0,75;3,52;31/07/2001;30/07/2002
21201;0,0217;0,75;2,35;31/07/2002;31/10/2003
21205;0,0215;0,85;0,78;31/08/2001;30/08/2002
21205;0,0212;0,85;1,12;31/08/2002;31/10/2003
21225;0,01;-1,499;0,13;30/11/2002;29/11/2003
21225;0,01;-1,544;0,24;30/11/2003;29/11/2004
21225;0,01;-2,253;0,1;30/11/2004;29/11/2005
21225;0,01;-2,16;0,01;30/11/2005;28/04/2006
21257;0,0125;0,75;1,4;31/12/1999;30/12/2000
21257;0,0125;0,75;0,89;31/12/2000;30/12/2001
21257;0,0125;1,25;0,91;31/12/2001;28/06/2002
21298;0,0036;0,186;0,73;30/06/1999;29/06/2000
21298;0,0036;0,195;0,35;30/06/2000;29/06/2001
21298;0,0032;0,093;0,46;30/06/2001;29/06/2002
21298;0,0029;0,105;0,14;30/06/2002;31/03/2003
21303;0,0165;0,85;1,07;30/06/1999;29/06/2000
21303;0,0116;0,853;1,3;30/06/2000;29/06/2001
21303;0,0121;0,847;0,76;30/06/2001;29/06/2002
21303;0,0134;0,85;0,69;30/06/2002;30/04/2003
21432;0,0097;0,857;1,08;30/06/1999;29/06/2000
21432;0,0101;0,853;1,58;30/06/2000;29/06/2001
21432;0,0103;0,847;1,62;30/06/2001;29/06/2002
21432;0,0108;0,855;0,61;30/06/2002;29/06/2003
21432;0,0139;0,886;0,65;30/06/2003;29/06/2004
21432;0,0141;0,894;1,11;30/06/2004;28/02/2005
21463;0,0184;0,118;1,73;31/10/1999;30/10/2000
21463;0,0185;0,166;1,24;31/10/2000;30/10/2001
21463;0,0185;0,166;1,47;31/10/2001;30/10/2002
21463;0,0185;0;1,2;31/10/2002;28/02/2003
21475;0,01;0,833;0,15;31/12/1999;30/12/2000
21475;0,01;0,868;-99;31/12/2000;30/12/2001
21475;0,01;0,663;0,98;31/12/2001;30/12/2002
21475;0,01;0,502;0,5;31/12/2002;30/12/2003
21475;0,01;0,447;0,81;31/12/2003;28/02/2005
21476;0,01;0,768;0,11;31/12/1999;30/12/2000
21476;0,01;0,833;-99;31/12/2000;30/12/2001
21476;0,0101;0,678;0,4;31/12/2001;30/12/2002
21476;0,01;0,584;1,32;31/12/2002;28/02/2003
21477;0,01;0,793;0,16;31/12/1999;30/12/2000
