KYCRSP_FUNDNO;FEXP_RATIO;FMGMT_FEE;FTURN_RATIO;FFEBEGDT;FFEENDDT
2413;0,0055;0,5;0,01;31/12/1999;30/12/2000
2413;0,0055;0,5;0,11;31/12/2000;30/12/2001
2413;0,0056;0,5;0,02;31/12/2001;30/12/2002
2413;0,006;0,5;0,03;31/12/2002;30/12/2003
2413;0,0059;0,5;0,05;31/12/2003;30/12/2004
2413;0,0061;0,5;0,04;31/12/2004;28/01/2005
2697;0,0267;0,622;0,36;30/04/2001;29/04/2002
2697;0,0227;0,456;0,18;30/04/2002;29/04/2003
2697;0,0225;0,331;0,18;30/04/2003;29/04/2004
2697;0,0197;0,045;0,18;30/04/2004;28/05/2004
2698;0,0257;0,548;0,31;30/04/2001;29/04/2002
2698;0,023;0,396;0,31;30/04/2002;29/04/2003
2698;0,0203;0,18;0,16;30/04/2003;29/04/2004
2698;0,0168;-0,244;0,3;30/04/2004;28/05/2004
2773;0,0188;0,751;0,08;31/10/2003;30/10/2004
2773;0,0181;0,752;0,19;31/10/2004;31/10/2005
2775;0,0127;0,352;0,36;30/04/1999;29/04/2000
2775;0,0107;0,599;0,38;30/04/2000;29/04/2001
2775;0,0098;0,591;0,65;30/04/2001;29/04/2002
2775;0,0103;0,743;0,25;30/04/2002;30/10/2002
2775;0,0104;0,611;0,05;31/10/2002;30/10/2003
2775;0,0105;0,545;0,18;31/10/2003;31/03/2004
2776;0,0048;0,392;0,19;30/04/1999;29/04/2000
2776;0,0049;0,399;0,1;30/04/2000;29/04/2001
2776;0,0051;0,398;0,27;30/04/2001;29/04/2002
2776;0,0055;0,389;0,09;30/04/2002;30/10/2002
2776;0,0054;0,361;0,01;31/10/2002;30/10/2003
2776;0,0053;0,42;0,01;31/10/2003;30/10/2004
2776;0,0062;0,46;0,04;31/10/2004;31/03/2005
2797;0,0119;1,047;1,67;31/12/1999;30/12/2000
2797;0,0115;1,016;0,98;31/12/2000;30/10/2001
2797;0,0116;0,99;0,61;31/10/2001;30/08/2002
2799;0,0103;0,971;0,69;31/12/1999;30/12/2000
2799;0,0103;0,968;0,4;31/12/2000;30/10/2001
2799;0,0104;0,945;0,32;31/10/2001;30/08/2002
2911;0,0103;0,582;1,24;31/10/1999;30/10/2000
2911;0,0103;0,586;1,45;31/10/2000;30/10/2001
2911;0,0121;0,624;2,4;31/10/2001;30/10/2002
2911;0,0133;0,637;2,17;31/10/2002;30/10/2003
2911;0,0147;0,644;1,11;31/10/2003;30/10/2004
2911;0,0139;0,636;0,74;31/10/2004;30/10/2005
2911;0,0138;0,634;0,96;31/10/2005;31/03/2006
2932;0,0168;0,856;1,11;31/10/2000;30/10/2001
2932;0,0171;0,734;2,42;31/10/2001;30/10/2002
2932;0,0189;0,849;4,07;31/10/2002;30/10/2003
2932;0,0207;0,848;4,14;31/10/2003;30/10/2004
2932;0,0184;0,824;2,64;31/10/2004;29/07/2005
2933;0,0163;0,8;1,83;31/10/2000;30/10/2001
2933;0,0165;0,8;1,73;31/10/2001;30/10/2002
2933;0,0183;0,799;1,85;31/10/2002;30/10/2003
2933;0,019;0,798;2,11;31/10/2003;30/10/2004
2933;0,0174;0,783;1,67;31/10/2004;30/10/2005
2933;0,0171;0,736;1,14;31/10/2005;28/04/2006
2937;0,0217;0,85;0,9;31/10/2000;30/10/2001
2937;0,0232;0,85;1,43;31/10/2001;30/10/2002
2937;0,0253;0,849;1,89;31/10/2002;30/10/2003
2937;0,0266;0,849;1,52;31/10/2003;30/10/2004
2937;0,0251;0,814;1,28;31/10/2004;29/07/2005
2941;0,0109;0,635;0,75;31/10/1999;30/10/2000
2941;0,0104;0,631;0,79;31/10/2000;30/10/2001
2941;0,0117;0,632;0,89;31/10/2001;30/10/2002
2941;0,0132;0,634;0,68;31/10/2002;30/10/2003
2941;0,013;0,637;0,78;31/10/2003;30/10/2004
2941;0,0129;0,628;1,15;31/10/2004;30/10/2005
2941;0,0135;0,634;1,83;31/10/2005;31/03/2006
2958;0,0119;0,638;0,22;31/10/1999;30/10/2000
2958;0,0119;0,631;0,22;31/10/2000;30/10/2001
2958;0,0128;0,63;0,31;31/10/2001;30/10/2002
2958;0,014;0,636;0,28;31/10/2002;30/10/2003
2958;0,0147;0,64;0,28;31/10/2003;30/10/2004
2958;0,0144;0,631;0,29;31/10/2004;30/10/2005
2958;0,0142;0,633;0,58;31/10/2005;31/03/2006
2976;0,0347;1,555;17,13;31/08/2001;30/08/2002
2976;0,0286;0,991;9,61;31/08/2002;31/10/2003
3120;0,018;-0,583;3,25;31/10/2003;30/10/2004
3120;0,018;0,798;6;31/10/2004;29/07/2005
3265;0,0148;0,45;0,55;31/07/2001;30/07/2002
3265;0,0136;0,51;0,81;31/07/2002;30/07/2003
3265;0,0141;0,342;0,91;31/07/2003;30/07/2004
3265;0,014;0,349;0,95;31/07/2004;30/07/2005
3265;0,0135;0,503;0,87;31/07/2005;31/10/2005
3269;0,0127;0,666;0,22;31/07/1999;30/07/2000
3269;0,0131;0,668;0,67;31/07/2000;30/07/2001
3269;0,0131;0,578;0,54;31/07/2001;30/07/2002
3269;0,013;0,456;0,43;31/07/2002;30/07/2003
3269;0,013;0,241;0,67;31/07/2003;31/10/2003
3274;0,0103;0,567;1,34;31/07/1999;30/07/2000
3274;0,0102;0,578;1,68;31/07/2000;30/07/2001
3274;0,0116;0,573;1,29;31/07/2001;30/07/2002
3274;0,0155;0,607;1,29;31/07/2002;30/07/2003
3274;0,0181;0,634;1,14;31/07/2003;31/10/2003
3277;0,0151;0,694;2,03;31/05/1999;30/07/2000
3277;0,0121;0,702;1,86;31/07/2000;30/07/2001
3277;0,0129;0,667;1,12;31/07/2001;30/07/2002
3277;0,0145;0,685;0,99;31/07/2002;30/07/2003
3277;0,015;0,549;1,19;31/07/2003;30/07/2004
3277;0,0149;0,563;1,3;31/07/2004;30/07/2005
3277;0,0145;0,701;1,99;31/07/2005;28/04/2006
3282;0,013;-2,483;0,24;30/04/1999;29/04/2000
3282;0,0131;0,65;0,42;30/04/2000;29/04/2001
3282;0,013;0,871;0,41;30/04/2001;29/04/2002
3282;0,013;0,311;0,23;30/04/2002;29/04/2003
3282;0,013;-0,909;0,5;30/04/2003;30/07/2004
3282;0,013;-0,01;1,17;31/07/2004;29/07/2005
3288;0,0152;0,595;1,21;30/04/1999;30/07/2000
3288;0,0146;0,802;1,77;31/07/2000;30/07/2001
3288;0,0151;0,623;2,18;31/07/2001;30/07/2002
3288;0,015;-0,098;0,82;31/07/2002;30/07/2003
3288;0,015;-0,381;1,64;31/07/2003;31/10/2003
3295;0,0042;-0,32;1,09;31/01/2001;30/01/2002
3295;0,0045;-0,164;0,58;31/01/2002;30/01/2003
3295;0,0044;-0,122;0,53;31/01/2003;30/01/2004
3295;0,0045;0,059;0,46;31/01/2004;30/06/2004
3297;0,0043;-0,195;0,25;31/01/2001;30/01/2002
3297;0,0049;0,215;0,24;31/01/2002;29/11/2002
3302;0,0083;0,428;0,81;31/01/2000;30/01/2001
3302;0,0085;0,434;1,4;31/01/2001;30/01/2002
3302;0,0089;0,428;1,35;31/01/2002;30/01/2003
3302;0,01;0,47;1,04;31/01/2003;30/01/2004
3302;0,0106;0,513;1,49;31/01/2004;30/06/2004
3303;0,0077;0,118;1,14;31/01/2001;30/01/2002
3303;0,0079;-0,106;0,77;31/01/2002;29/11/2002
3305;0,0105;0,63;1,88;31/07/1999;30/07/2000
3305;0,0103;0,548;2,43;31/07/2000;30/07/2001
3305;0,0106;0,506;1,15;31/07/2001;30/07/2002
3305;0,0118;0,548;1,54;31/07/2002;30/07/2003
3305;0,013;0,468;1,05;31/07/2003;30/07/2004
3305;0,0141;0,684;1,36;31/07/2004;30/07/2005
3305;0,0143;0,686;0,82;31/07/2005;31/03/2006
3313;0,0112;0,685;1,43;31/07/1999;30/07/2000
3313;0,0114;0,674;1,6;31/07/2000;30/07/2001
3313;0,0116;0,656;2,34;31/07/2001;30/07/2002
3313;0,0122;0,634;1,44;31/07/2002;30/07/2003
3313;0,0135;0,636;0,82;31/07/2003;30/06/2004
3317;0,0086;0,549;0,34;31/07/1999;30/07/2000
3317;0,009;0,534;0,34;31/07/2000;30/07/2001
3317;0,01;0,609;0,29;31/07/2001;30/07/2002
3317;0,0106;0,638;-99;31/07/2002;30/07/2003
3317;0,0108;0,604;0,2;31/07/2003;30/07/2004
3317;0,0091;0,475;0,49;31/07/2004;30/07/2005
3317;0,0095;0,484;0,75;31/07/2005;31/03/2006
3320;0,0112;0,472;0,67;31/07/2001;30/07/2002
3320;0,011;0,496;0,69;31/07/2002;30/07/2003
3320;0,0115;0,434;0,52;31/07/2003;30/06/2004
3325;0,0099;0,566;0,93;30/09/1999;29/09/2000
3325;0,0106;0,574;1,21;30/09/2000;29/09/2001
3325;0,0108;0,587;0,73;30/09/2001;29/09/2002
3325;0,0112;0,572;1,16;30/09/2002;29/09/2003
3325;0,0118;0,563;0,04;30/09/2003;30/06/2004
3337;0,0082;0,506;0,76;30/09/1999;29/09/2000
3337;0,0084;0,495;0,53;30/09/2000;29/09/2001
3337;0,0087;0,501;0,87;30/09/2001;29/09/2002
3337;0,0092;0,516;0,86;30/09/2002;29/09/2003
3337;0,0092;0,494;0,68;30/09/2003;29/09/2004
3337;0,0089;0,498;0,76;30/09/2004;29/09/2005
3337;0,0091;0,511;1,32;30/09/2005;31/03/2006
3342;0,0178;0,648;0,98;31/03/1999;30/03/2000
3342;0,0181;0,646;1,55;31/03/2000;30/03/2001
3342;0,0186;0,644;1,37;31/03/2001;30/03/2002
3342;0,0186;0,51;2,16;31/03/2002;30/03/2003
3342;0,0205;0,553;0,63;31/03/2003;30/03/2004
3342;0,0205;0,561;0,55;31/03/2004;30/03/2005
3342;0,02;0,531;0,35;31/03/2005;31/03/2006
3347;0,013;0,405;0,54;31/03/2001;30/03/2002
3347;0,0126;0,454;0,78;31/03/2002;30/03/2003
3347;0,0132;0,282;2,75;31/03/2003;30/03/2004
3347;0,0132;0,371;2,32;31/03/2004;30/06/2004
3349;0,015;-2,066;0,16;31/12/2001;30/12/2002
3349;0,015;-0,052;0,43;31/12/2002;30/12/2003
3349;0,015;0,185;0,3;31/12/2003;30/10/2004
3349;0,015;0,37;0,34;31/10/2004;30/10/2005
3349;0,015;0,334;1,01;31/10/2005;30/10/2006
3349;0,015;0,456;0,29;31/10/2006;31/05/2007
3358;0,015;0,735;0,32;31/12/1999;30/12/2000
3358;0,015;0,728;0,33;31/12/2000;30/12/2001
3358;0,015;0,667;0,48;31/12/2001;30/12/2002
3358;0,015;0,583;0,41;31/12/2002;30/12/2003
3358;0,015;0,605;1,05;31/12/2003;30/10/2004
3358;0,015;0,626;0,57;31/10/2004;30/10/2005
3358;0,015;0,53;0,96;31/10/2005;30/10/2006
3358;0,015;0,581;0,83;31/10/2006;31/05/2007
3375;0,015;0,61;0,03;31/12/1999;30/12/2000
3375;0,015;0,713;0,1;31/12/2000;30/12/2001
3375;0,015;0,66;0,03;31/12/2001;30/12/2002
3375;0,015;0,543;0,17;31/12/2002;30/12/2003
3375;0,015;0,508;1,18;31/12/2003;30/10/2004
3375;0,015;0,535;0,33;31/10/2004;30/10/2005
3375;0,015;0,412;0,42;31/10/2005;30/10/2006
3375;0,015;0,452;0,43;31/10/2006;31/05/2007
3390;0,014;0,559;0,62;31/12/1999;30/12/2000
3390;0,014;0,871;0,53;31/12/2000;30/12/2001
3390;0,014;0,844;0,42;31/12/2001;30/12/2002
3390;0,0129;0,64;0,35;31/12/2002;30/12/2003
3390;0,012;0,61;0,81;31/12/2003;30/10/2004
3390;0,012;0,63;0,88;31/10/2004;30/10/2005
3390;0,012;0,416;1,46;31/10/2005;30/10/2006
3390;0,012;0,451;0,6;31/10/2006;31/03/2008
3391;0,0163;0,75;0,46;31/12/1999;30/12/2000
3391;0,0155;0,749;0,71;31/12/2000;30/12/2001
3391;0,0157;0,75;0,32;31/12/2001;30/12/2002
3391;0,0164;0,75;0,19;31/12/2002;30/12/2003
3391;0,016;0,75;0,08;31/12/2003;30/10/2004
3391;0,0159;0,75;0,1;31/10/2004;30/10/2005
3391;0,0164;0,747;0,04;31/10/2005;30/10/2006
3391;0,016;0,73;0,04;31/10/2006;31/03/2008
3395;0,024;0,448;0,32;31/12/1999;30/12/2000
3395;0,024;0,929;1,27;31/12/2000;30/12/2001
3395;0,024;0,828;1,05;31/12/2001;30/12/2002
3395;0,024;0,65;1,89;31/12/2002;30/12/2003
3395;0,0251;0,808;1,61;31/12/2003;30/10/2004
3395;0,0255;0,911;1,43;31/10/2004;30/10/2005
3395;0,0243;0,579;1,59;31/10/2005;30/10/2006
3395;0,0215;0,352;1,47;31/10/2006;31/05/2007
3405;0,012;-2,313;0,26;31/10/2002;30/10/2003
3405;0,012;-1,785;0,31;31/10/2003;30/10/2004
3405;0,012;-1,369;0,51;31/10/2004;30/10/2005
3405;0,012;-0,889;0,4;31/10/2005;30/10/2006
3405;0,012;-0,212;0,49;31/10/2006;31/05/2007
3433;0,0145;-1,449;1,12;31/10/2002;30/10/2003
3433;0,0145;-1,15;0,78;31/10/2003;30/10/2004
3433;0,0145;-0,57;0,68;31/10/2004;30/10/2005
3433;0,0145;-0,26;0,72;31/10/2005;30/10/2006
3433;0,0145;0,349;0,73;31/10/2006;31/05/2007
3436;0,012;-1,864;0,39;31/10/2002;30/10/2003
3436;0,012;-1,556;0,56;31/10/2003;30/10/2004
3436;0,012;-1,101;0,52;31/10/2004;30/10/2005
3436;0,012;-0,654;0,48;31/10/2005;30/10/2006
3436;0,012;-0,009;0,51;31/10/2006;31/05/2007
3439;0,012;-2,005;1,23;31/10/2002;30/10/2003
3439;0,012;-1,761;1,48;31/10/2003;30/10/2004
3439;0,012;-1,203;1,08;31/10/2004;30/10/2005
3439;0,012;0,058;0,85;31/10/2005;30/10/2006
3439;0,012;0,727;0,71;31/10/2006;31/05/2007
3442;0,0145;-2,414;1,92;31/10/2002;30/10/2003
3442;0,0145;-1,754;1,8;31/10/2003;30/10/2004
3442;0,0145;-1,06;0,86;31/10/2004;30/10/2005
3442;0,0145;-0,455;0,8;31/10/2005;30/10/2006
3442;0,0145;0,239;0,83;31/10/2006;31/05/2007
3542;0,0077;0,4;0,08;31/12/1999;30/12/2000
3542;0,0071;0,4;0,13;31/12/2000;30/12/2001
3542;0,0072;0,4;0,04;31/12/2001;30/12/2002
3542;0,0072;0,4;0,2;31/12/2002;30/12/2003
3542;0,0073;0,4;0,12;31/12/2003;30/12/2004
3542;0,0073;0,4;0,31;31/12/2004;30/12/2005
3542;0,0075;0,4;0,79;31/12/2005;30/12/2006
3542;0,008;0,4;0,98;31/12/2006;28/02/2007
3550;0,0225;0,852;1,04;31/07/1999;30/07/2000
3550;0,0224;0,795;1,69;31/07/2000;30/07/2001
3550;0,0225;0,845;0,38;31/07/2001;30/07/2002
3550;0,0212;0,817;0,37;31/07/2002;30/07/2003
3550;0,0228;0,808;0,54;31/07/2003;31/12/2003
3565;0,0099;0,423;0,39;30/04/1999;29/04/2000
3565;0,0119;0,737;0,48;30/04/2000;29/04/2001
3565;0,0125;0,836;0,95;30/04/2001;29/04/2002
3565;0,0125;0,722;0,43;30/04/2002;29/04/2003
3565;0,0125;0,676;0,3;30/04/2003;29/04/2004
3565;0,0122;0,963;0,26;30/04/2004;29/04/2005
3565;0,0136;0,847;0,15;30/04/2005;30/11/2005
3572;0,0094;0,853;2,05;31/10/1999;30/10/2000
3572;0,0088;0,796;1,43;31/10/2000;30/10/2001
3572;0,0097;0,819;1,57;31/10/2001;30/10/2002
3572;0,0098;0,832;1,75;31/10/2002;30/10/2003
3572;0,0107;0,898;1,36;31/10/2003;31/12/2004
3573;0,009;0,573;1,21;31/10/1999;30/10/2000
3573;0,009;0,63;0,73;31/10/2000;30/10/2001
3573;0,009;0,57;0,92;31/10/2001;30/10/2002
3573;0,0097;0,385;0,78;31/10/2002;30/10/2003
3573;0,0122;0,848;0,76;31/10/2003;31/12/2004
3574;0,0101;0,861;0,9;31/10/1999;30/10/2000
3574;0,0109;0,806;0,71;31/10/2000;30/10/2001
3574;0,0126;0,915;0,7;31/10/2001;30/10/2002
3574;0,0135;0,875;0,73;31/10/2002;30/10/2003
3574;0,0123;0,849;0,73;31/10/2003;31/12/2004
3582;0,021;0,689;0,36;31/10/2002;30/10/2003
3582;0,021;0,803;0,45;31/10/2003;30/10/2004
3582;0,021;0,868;0,31;31/10/2004;30/10/2005
3582;0,0209;0,888;0,53;31/10/2005;30/10/2006
3582;0,021;0,86;0,35;31/10/2006;30/04/2007
3584;0,0088;0,741;0,24;31/10/2002;30/10/2003
3584;0,0086;0,739;0,24;31/10/2003;30/10/2004
3584;0,0083;0,734;0,26;31/10/2004;30/10/2005
3584;0,0086;0,733;0,35;31/10/2005;30/10/2006
3584;0,0089;0,737;0,37;31/10/2006;30/04/2007
3589;0,015;-3,162;9,74;31/10/2002;30/10/2003
3589;0,015;0,653;35,52;31/10/2003;30/10/2004
3589;0,015;0,187;-99;31/10/2004;30/12/2005
3591;0,015;-0,946;19,92;31/10/2002;30/10/2003
3591;0,015;1,028;16,95;31/10/2003;30/10/2004
3591;0,015;0,698;-99;31/10/2004;30/12/2005
3672;0,013;0,876;0,6;30/09/1999;29/09/2000
3672;0,0133;0,74;1,09;30/09/2000;29/09/2001
3672;0,0135;0,355;1,3;30/09/2001;30/07/2002
3672;0,0135;0,068;0,68;31/07/2002;30/07/2003
3672;0,0137;-0,211;1,57;31/07/2003;31/12/2003
3681;0,0133;0,934;0,99;30/09/1999;29/09/2000
3681;0,0125;0,781;1,82;30/09/2000;29/09/2001
3681;0,0138;0,728;1,05;30/09/2001;30/07/2002
3681;0,0138;0,669;0,62;31/07/2002;30/07/2003
3681;0,015;0,494;0,64;31/07/2003;31/12/2003
3684;0,0196;0,849;0,79;30/09/1999;29/09/2000
3684;0,0199;0,73;1,8;30/09/2000;29/09/2001
3684;0,0199;0,636;1,48;30/09/2001;30/07/2002
3684;0,0199;0,632;0,95;31/07/2002;30/07/2003
3684;0,0204;0,589;1,23;31/07/2003;31/12/2003
3698;0,01;-1,041;0,28;30/06/2005;29/06/2006
3698;0,01;0,505;0,59;30/06/2006;29/06/2007
3698;0,01;0,705;0,41;30/06/2007;31/03/2008
3699;0,0115;-6;0,65;30/06/2005;29/06/2006
3699;0,0115;-1,247;1,18;30/06/2006;29/06/2007
3699;0,0115;-0,909;0,59;30/06/2007;31/03/2008
3702;0,018;-1,588;2,76;30/11/1999;29/11/2000
3702;0,018;-0,389;5,26;30/11/2000;29/11/2001
3702;0,018;0,227;1,86;30/11/2001;29/11/2002
3702;0,018;0,05;2,2;30/11/2002;29/11/2003
3702;0,0224;-0,328;2,24;30/11/2003;28/02/2005
3709;0,0195;0,346;2,55;30/11/2003;31/03/2005
3711;0,015;0,577;1,02;31/12/1999;30/12/2000
3711;0,015;0,555;0,68;31/12/2000;30/12/2001
3711;0,015;0,338;0,79;31/12/2001;30/12/2002
3711;0,015;0,229;0,79;31/12/2002;30/12/2003
3711;0,015;-0,012;0,78;31/12/2003;30/09/2004
3715;0,0095;-2,932;0,21;30/04/2000;29/04/2001
3715;0,0095;0,407;0,22;30/04/2001;29/04/2002
3715;0,0095;0,52;0,3;30/04/2002;29/04/2003
3715;0,0095;0,413;0,3;30/04/2003;29/04/2004
3715;0,0095;0,241;0,39;30/04/2004;29/10/2004
3722;0,00997;0,603;0,66;31/12/1999;30/12/2000
3722;0,01;0,586;0,67;31/12/2000;30/12/2001
3722;0,0108;0,584;0,38;31/12/2001;30/12/2002
3722;0,0117;0,604;0,36;31/12/2002;30/12/2003
3722;0,0126;0,615;0,37;31/12/2003;30/12/2004
3722;0,0126;0,607;0,86;31/12/2004;30/12/2005
3722;0,0125;0,6;0,41;31/12/2005;28/04/2006
3732;0,0218;0,725;0,67;31/12/2001;30/12/2002
3732;0,0235;0,748;0,63;31/12/2002;28/11/2003
3784;0,02304;1;2,2;31/07/1999;30/07/2000
3784;0,0147;1;1,98;31/07/2000;30/10/2001
3784;0,0113;0,723;2,5;31/10/2001;30/10/2002
3784;0,0072;0,246;2,25;31/10/2002;30/10/2003
3784;0,0129;0,661;2,23;31/10/2003;30/10/2004
3784;0,0098;0,347;1,27;31/10/2004;30/10/2005
3784;0,0096;0,242;1,9;31/10/2005;30/10/2006
3784;0,0228;0,292;1,07;31/10/2006;30/03/2007
3787;0,0222;-1,104;1,35;31/07/1999;30/07/2000
3787;0,0208;1,482;1,96;31/07/2000;30/10/2001
3787;0,013;0,711;2,89;31/10/2001;30/10/2002
3787;0,0107;0,499;2,03;31/10/2002;30/10/2003
3787;0,023;1,534;2,16;31/10/2003;30/10/2004
3787;0,0124;0,497;1,07;31/10/2004;30/10/2005
3787;0,014;0,685;1,74;31/10/2005;30/10/2006
3787;0,0282;0,748;1,48;31/10/2006;30/03/2007
3790;0,0234;1,42;1,25;31/07/2000;30/10/2001
3790;0,02122;1,582;2,69;31/10/2001;30/10/2002
3790;0,0111;0,499;1,95;31/10/2002;30/10/2003
3790;0,0195;1,169;2,15;31/10/2003;30/10/2004
3790;0,0148;0,475;0,87;31/10/2004;30/10/2005
3790;0,0186;0,722;2,05;31/10/2005;30/10/2006
3790;0,031;0,88;0,93;31/10/2006;30/03/2007
3955;0,0292;0,75;1,88;31/10/2003;30/10/2004
3955;0,0183;-0,161;1,66;31/10/2004;30/10/2005
3955;0,0175;0,004;1,53;31/10/2005;30/10/2006
3955;0,0175;-4,951;2,1;31/10/2006;29/12/2006
3958;0,014;0,915;1,57;31/10/1999;30/10/2000
3958;0,014;0,981;2,11;31/10/2000;30/10/2001
3958;0,014;0,958;1,2;31/10/2001;28/03/2002
3992;0,0112;0,077;0,4;31/05/2002;30/05/2003
3992;0,0088;0,067;0,78;31/05/2003;30/05/2004
3992;0,003;0,068;0,42;31/05/2004;30/05/2005
3992;0,003;0,068;0,18;31/05/2005;30/05/2006
3992;0,0039;0,065;0,3;31/05/2006;29/12/2006
4073;0,0148;0,82;0,47;31/05/2004;30/05/2005
4073;0,0152;0,82;0,37;31/05/2005;31/03/2006
4335;0,02867;1,499;0,87;31/10/1999;30/10/2000
4335;0,0239;1,189;1,74;31/10/2000;30/10/2001
4335;0,0264;1,352;3,45;31/10/2001;30/10/2002
4335;0,0257;1,204;1,98;31/10/2002;30/10/2003
4335;0,0288;1,1;2,85;31/10/2003;30/10/2004
4335;0,0246;0,559;3,09;31/10/2004;28/02/2005
4343;0,0395;-10,537;1,6;31/10/2001;30/10/2002
4343;0,0395;-8,579;1,68;31/10/2002;31/07/2003
4461;0,009;0,623;0,85;31/10/1999;30/10/2000
4461;0,009;0,765;1,24;31/10/2000;30/10/2001
4461;0,009;0,736;1,56;31/10/2001;30/10/2002
4461;0,009;0,585;0,96;31/10/2002;30/10/2003
4461;0,009;0,37;0,91;31/10/2003;30/10/2004
4461;0,009;0,385;0,74;31/10/2004;30/10/2005
4461;0,009;0,271;0,73;31/10/2005;29/12/2006
4463;0,012;0,165;1,44;31/10/1999;30/10/2000
4463;0,012;-0,083;1,81;31/10/2000;30/10/2001
4463;0,012;-0,177;1,25;31/10/2001;30/10/2002
4463;0,012;0,682;1,06;31/10/2002;30/10/2003
4463;0,012;0,812;1,15;31/10/2003;30/10/2004
4463;0,0101;0,747;0,86;31/10/2004;31/08/2005
4643;0,0125;-12,307;0,43;31/12/1999;30/12/2000
4643;0,0125;0,66;0,85;31/12/2000;29/06/2001
4643;0,0125;0,311;0,4;30/06/2001;29/06/2002
4643;0,0114;-0,123;0,68;30/06/2002;29/06/2003
4643;0,0091;0,903;0,74;30/06/2003;29/06/2004
4643;0,0091;0,899;0,92;30/06/2004;29/06/2005
4643;0,009;0,874;0,56;30/06/2005;30/06/2006
4691;0,0072;0,698;0,8;30/06/2006;29/06/2007
4691;0,0072;0,697;0,62;30/06/2007;30/06/2008
4695;0,013;-1,425;12,79;30/09/1999;29/09/2000
4695;0,0177;-1,362;10,82;30/09/2000;29/09/2001
4695;0,01382;-5,265;6,82;30/09/2001;29/09/2002
4695;0,0189;-23,972;9,84;30/09/2002;29/09/2003
4695;0,0051;-33,236;8,37;30/09/2003;31/01/2005
4785;0,0099;0,483;0,33;31/10/1999;30/10/2000
4785;0,0124;0,544;0,58;31/10/2000;28/02/2002
4791;0,0151;-7,764;0,31;31/10/1999;30/10/2000
4791;0,0147;-1900;0,63;31/10/2000;28/02/2002
5162;0,0263;1,475;5,57;31/12/2000;30/12/2001
5162;0,0248;1,482;3,92;31/12/2001;30/12/2002
5162;0,0348;1,724;2,61;31/12/2002;30/12/2003
5162;0,0385;1,745;1,41;31/12/2003;30/12/2004
5162;0,0394;1,538;2,47;31/12/2004;30/12/2005
5162;0,0517;1,557;4,31;31/12/2005;30/11/2006
5163;0,0297;1,534;2,97;31/12/2000;30/12/2001
5163;0,0301;1,589;2,12;31/12/2001;30/12/2002
5163;0,0377;1,866;2,06;31/12/2002;30/12/2003
5163;0,044;1,877;1,29;31/12/2003;30/12/2004
5163;0,0447;1,565;2,39;31/12/2004;30/12/2005
5163;0,0539;1,514;4,81;31/12/2005;30/11/2006
5164;0,0278;1,532;2,76;31/12/2001;30/12/2002
5164;0,0309;1,69;2,58;31/12/2002;30/12/2003
5164;0,0364;1,702;1,34;31/12/2003;30/12/2004
5164;0,0453;1,536;2,96;31/12/2004;31/08/2005
5296;0,0052;0,189;1,64;31/08/2000;30/08/2001
5296;0,0066;0,396;1,19;31/08/2001;30/08/2002
5296;0,0071;0,4;0,68;31/08/2002;30/08/2003
5296;0,0078;0,4;0,37;31/08/2003;30/08/2004
5296;0,0086;0,4;1,21;31/08/2004;30/08/2005
5296;0,0093;0,4;0,64;31/08/2005;30/08/2006
5296;0,0086;0,39;0,68;31/08/2006;28/02/2007
5297;0,0109;0,7;1,25;31/08/1999;30/08/2000
5297;0,0107;0,687;1,24;31/08/2000;30/08/2001
5297;0,0107;0,7;0,7;31/08/2001;30/08/2002
5297;0,0108;0,7;0,43;31/08/2002;30/08/2003
5297;0,0108;0,7;0,33;31/08/2003;30/08/2004
5297;0,0109;0,7;1,76;31/08/2004;30/08/2005
5297;0,0121;0,7;2,94;31/08/2005;31/03/2006
5311;0,0227;0,223;1,06;31/10/1999;30/10/2000
5311;0,0231;0,851;1,09;31/10/2000;30/10/2001
5311;0,0235;0,776;1,22;31/10/2001;30/10/2002
5311;0,0235;0,578;0,93;31/10/2002;30/10/2003
5311;0,0235;0,483;1,5;31/10/2003;28/11/2003
5316;0,023;0,51;3,2;31/10/1999;30/10/2000
5316;0,0234;0,849;1,22;31/10/2000;30/10/2001
5316;0,023;0,715;1,03;31/10/2001;30/10/2002
5316;0,023;0,645;0,51;31/10/2002;30/10/2003
5316;0,023;0,497;0,5;31/10/2003;28/11/2003
5328;0,0225;0,309;0,35;31/10/1999;30/10/2000
5328;0,0231;0,722;0,71;31/10/2000;30/10/2001
5328;0,024;0,872;0,72;31/10/2001;30/10/2002
5328;0,024;0,819;0,24;31/10/2002;30/10/2003
5328;0,024;0,749;0,07;31/10/2003;30/10/2004
5328;0,024;0,871;0,07;31/10/2004;31/08/2005
5330;0,0221;0,539;0,74;31/10/1999;30/10/2000
5330;0,0223;0,869;0,9;31/10/2000;30/10/2001
5330;0,023;0,814;1,03;31/10/2001;30/10/2002
5330;0,023;0,582;1,2;31/10/2002;30/10/2003
5330;0,023;0,449;1,06;31/10/2003;30/10/2004
5330;0,023;0,506;2,3;31/10/2004;31/10/2005
5332;0,0217;-10,025;-99;31/10/2003;29/10/2004
5336;0,0235;0,638;0,84;31/10/2001;30/10/2002
5336;0,0235;0,691;0,3;31/10/2002;30/10/2003
5336;0,0235;0,615;0,27;31/10/2003;28/11/2003
