KYCRSP_FUNDNO;FRONT_LOAD;FRONT_GROUP_NO;FFLBEGDT;FFLENDDT
31569;0,02;56643;31/08/2001;29/08/2003
31569;0;56643;31/08/2001;29/08/2003
31645;0,0575;56729;27/08/1997;31/03/2004
31645;0,0475;56729;27/08/1997;31/03/2004
31645;0,0375;56729;27/08/1997;31/03/2004
31645;0,025;56729;27/08/1997;31/03/2004
31645;0,02;56729;27/08/1997;31/03/2004
31645;0;56729;27/08/1997;31/03/2004
31678;0,055;56731;01/03/2004;29/12/2006
31678;0,0475;56731;01/03/2004;29/12/2006
31678;0,0375;56731;01/03/2004;29/12/2006
31678;0,03;56731;01/03/2004;29/12/2006
31678;0,02;56731;01/03/2004;29/12/2006
31678;0;56731;01/03/2004;29/12/2006
31682;0,055;56738;28/02/1997;28/02/2002
31682;0,04;56738;28/02/1997;28/02/2002
31682;0,03;56738;28/02/1997;28/02/2002
31682;0,02;56738;28/02/1997;28/02/2002
31682;0,01;56738;28/02/1997;28/02/2002
31682;0,005;56738;28/02/1997;28/02/2002
31682;0;56738;28/02/1997;28/02/2002
31682;0,055;56739;01/03/2002;29/12/2006
31682;0,0475;56739;01/03/2002;29/12/2006
31682;0,0375;56739;01/03/2002;29/12/2006
31682;0,03;56739;01/03/2002;29/12/2006
31682;0,02;56739;01/03/2002;29/12/2006
31682;0;56739;01/03/2002;29/12/2006
31697;0,055;56747;01/03/2002;29/12/2006
31697;0,0475;56747;01/03/2002;29/12/2006
31697;0,0375;56747;01/03/2002;29/12/2006
31697;0,03;56747;01/03/2002;29/12/2006
31697;0,02;56747;01/03/2002;29/12/2006
31697;0;56747;01/03/2002;29/12/2006
31704;0,055;56757;01/03/2002;29/12/2006
31704;0,0475;56757;01/03/2002;29/12/2006
31704;0,0375;56757;01/03/2002;29/12/2006
31704;0,03;56757;01/03/2002;29/12/2006
31704;0,02;56757;01/03/2002;29/12/2006
31704;0;56757;01/03/2002;29/12/2006
31824;0,0575;56795;28/01/2000;31/05/2002
31824;0,045;56795;28/01/2000;31/05/2002
31824;0,0375;56795;28/01/2000;31/05/2002
31824;0,025;56795;28/01/2000;31/05/2002
31824;0,02;56795;28/01/2000;31/05/2002
31824;0;56795;28/01/2000;31/05/2002
31830;0,0575;56799;28/01/2000;31/05/2002
31830;0,045;56799;28/01/2000;31/05/2002
31830;0,0375;56799;28/01/2000;31/05/2002
31830;0,025;56799;28/01/2000;31/05/2002
31830;0,02;56799;28/01/2000;31/05/2002
31830;0;56799;28/01/2000;31/05/2002
31837;0,0575;56805;28/01/2000;31/05/2002
31837;0,045;56805;28/01/2000;31/05/2002
31837;0,0375;56805;28/01/2000;31/05/2002
31837;0,025;56805;28/01/2000;31/05/2002
31837;0,02;56805;28/01/2000;31/05/2002
31837;0;56805;28/01/2000;31/05/2002
31973;0,015;56876;21/09/1999;30/04/2002
32029;0,0575;56900;08/11/1999;30/04/2002
32029;0,0475;56900;08/11/1999;30/04/2002
32029;0,0375;56900;08/11/1999;30/04/2002
32029;0,0275;56900;08/11/1999;30/04/2002
32029;0,02;56900;08/11/1999;30/04/2002
32029;0;56900;08/11/1999;30/04/2002
32033;0,0575;56903;17/07/1999;29/04/2005
32033;0,0475;56903;17/07/1999;29/04/2005
32033;0,0375;56903;17/07/1999;29/04/2005
32033;0,0275;56903;17/07/1999;29/04/2005
32033;0,02;56903;17/07/1999;29/04/2005
32033;0;56903;17/07/1999;29/04/2005
32054;0,0575;56917;17/07/1999;29/04/2005
32054;0,0475;56917;17/07/1999;29/04/2005
32054;0,0375;56917;17/07/1999;29/04/2005
32054;0,0275;56917;17/07/1999;29/04/2005
32054;0,02;56917;17/07/1999;29/04/2005
32054;0;56917;17/07/1999;29/04/2005
32063;0,0575;56924;08/11/1999;30/05/2003
32063;0,0475;56924;08/11/1999;30/05/2003
32063;0,0375;56924;08/11/1999;30/05/2003
32063;0,0275;56924;08/11/1999;30/05/2003
32063;0,02;56924;08/11/1999;30/05/2003
32063;0;56924;08/11/1999;30/05/2003
32156;0,0575;56983;17/10/2000;30/05/2003
32156;0,0475;56983;17/10/2000;30/05/2003
32156;0,0375;56983;17/10/2000;30/05/2003
32156;0,0275;56983;17/10/2000;30/05/2003
32156;0,02;56983;17/10/2000;30/05/2003
32156;0;56983;17/10/2000;30/05/2003
32517;0,0275;57089;01/10/1998;30/10/2002
32517;0,0225;57089;01/10/1998;30/10/2002
32517;0,015;57089;01/10/1998;30/10/2002
32517;0,01;57089;01/10/1998;30/10/2002
32517;0;57089;01/10/1998;30/10/2002
32517;0,0575;57090;31/10/2002;31/08/2006
32517;0,045;57090;31/10/2002;31/08/2006
32517;0,035;57090;31/10/2002;31/08/2006
32517;0,025;57090;31/10/2002;31/08/2006
32517;0,02;57090;31/10/2002;31/08/2006
32517;0,01;57090;31/10/2002;31/08/2006
44682;0,04;58648;03/05/1999;30/06/2009
44682;0,0375;58648;03/05/1999;30/06/2009
44682;0,03;58648;03/05/1999;30/06/2009
44682;0,02;58648;03/05/1999;30/06/2009
44682;0,01;58648;03/05/1999;30/06/2009
44682;0;58648;03/05/1999;30/06/2009
44683;0,04;58649;03/05/1999;30/06/2009
44683;0,0375;58649;03/05/1999;30/06/2009
44683;0,03;58649;03/05/1999;30/06/2009
44683;0,02;58649;03/05/1999;30/06/2009
44683;0,01;58649;03/05/1999;30/06/2009
44683;0;58649;03/05/1999;30/06/2009
44745;0,0525;58661;22/12/1999;30/06/2009
44745;0,0475;58661;22/12/1999;30/06/2009
44745;0,04;58661;22/12/1999;30/06/2009
44745;0,03;58661;22/12/1999;30/06/2009
44745;0,02;58661;22/12/1999;30/06/2009
44745;0;58661;22/12/1999;30/06/2009
44852;0,055;58688;14/03/2000;30/06/2009
44852;0,05;58688;14/03/2000;30/06/2009
44852;0,045;58688;14/03/2000;30/06/2009
44852;0,035;58688;14/03/2000;30/06/2009
44852;0,03;58688;14/03/2000;30/06/2009
44852;0;58688;14/03/2000;30/06/2009
44875;0,04;58691;01/07/2000;30/06/2009
44875;0,0375;58691;01/07/2000;30/06/2009
44875;0,03;58691;01/07/2000;30/06/2009
44875;0,02;58691;01/07/2000;30/06/2009
44875;0,01;58691;01/07/2000;30/06/2009
44875;0;58691;01/07/2000;30/06/2009
44875;0,055;58692;01/03/2003;30/06/2009
44875;0,045;58692;01/03/2003;30/06/2009
44875;0,035;58692;01/03/2003;30/06/2009
44875;0,025;58692;01/03/2003;30/06/2009
44875;0,02;58692;01/03/2003;30/06/2009
44875;0;58692;01/03/2003;30/06/2009
44919;0,03;58701;24/09/1998;30/06/2009
44927;0,0475;58705;02/10/1998;30/06/2009
44927;0,035;58705;02/10/1998;30/06/2009
44927;0,026;58705;02/10/1998;30/06/2009
44927;0,02;58705;02/10/1998;30/06/2009
44927;0;58705;02/10/1998;30/06/2009
44974;0,0575;58719;31/12/1998;30/06/2009
44974;0,045;58719;31/12/1998;30/06/2009
44974;0,035;58719;31/12/1998;30/06/2009
44974;0,026;58719;31/12/1998;30/06/2009
44974;0,02;58719;31/12/1998;30/06/2009
44974;0;58719;31/12/1998;30/06/2009
45008;0,055;58724;01/03/2004;30/06/2009
45008;0,0475;58724;01/03/2004;30/06/2009
45008;0,0375;58724;01/03/2004;30/06/2009
45008;0,0275;58724;01/03/2004;30/06/2009
45008;0,02;58724;01/03/2004;30/06/2009
45008;0;58724;01/03/2004;30/06/2009
45012;0,0575;58725;31/12/1998;30/06/2009
45012;0,045;58725;31/12/1998;30/06/2009
45012;0,035;58725;31/12/1998;30/06/2009
45012;0,026;58725;31/12/1998;30/06/2009
45012;0,02;58725;31/12/1998;30/06/2009
45012;0;58725;31/12/1998;30/06/2009
45057;0,01;58745;01/03/2001;30/06/2009
45057;0;58746;02/02/2004;30/06/2009
45145;0,0475;58762;10/09/2001;30/06/2009
45145;0,045;58762;10/09/2001;30/06/2009
45145;0,035;58762;10/09/2001;30/06/2009
45145;0,025;58762;10/09/2001;30/06/2009
45145;0,01;58762;10/09/2001;30/06/2009
45145;0,005;58762;10/09/2001;30/06/2009
45217;0,05;58781;01/06/2001;30/06/2009
45217;0,045;58781;01/06/2001;30/06/2009
45217;0,035;58781;01/06/2001;30/06/2009
45217;0,025;58781;01/06/2001;30/06/2009
45217;0,02;58781;01/06/2001;30/06/2009
45217;0;58781;01/06/2001;30/06/2009
45249;0,055;58791;01/10/2001;30/06/2009
45249;0,0475;58791;01/10/2001;30/06/2009
45249;0,0375;58791;01/10/2001;30/06/2009
45249;0,0275;58791;01/10/2001;30/06/2009
45249;0,02;58791;01/10/2001;30/06/2009
45249;0;58791;01/10/2001;30/06/2009
45276;0,0575;58800;28/12/2001;30/06/2009
45276;0,0475;58800;28/12/2001;30/06/2009
45276;0,04;58800;28/12/2001;30/06/2009
45276;0,0295;58800;28/12/2001;30/06/2009
45276;0,022;58800;28/12/2001;30/06/2009
45276;0;58800;28/12/2001;30/06/2009
45278;0,055;58801;31/12/2001;30/06/2009
45278;0,0525;58801;31/12/2001;30/06/2009
45278;0,0475;58801;31/12/2001;30/06/2009
45278;0,0375;58801;31/12/2001;30/06/2009
45278;0,03;58801;31/12/2001;30/06/2009
45278;0,02;58801;31/12/2001;30/06/2009
45278;0;58801;31/12/2001;30/06/2009
45528;0,05;58843;15/11/2004;30/06/2009
45528;0,0425;58843;15/11/2004;30/06/2009
45528;0,0375;58843;15/11/2004;30/06/2009
45528;0,0325;58843;15/11/2004;30/06/2009
45528;0,0275;58843;15/11/2004;30/06/2009
45528;0,02;58843;15/11/2004;30/06/2009
45528;0;58843;15/11/2004;30/06/2009
45532;0,045;58844;08/09/2004;30/06/2009
45532;0,0425;58844;08/09/2004;30/06/2009
45532;0,04;58844;08/09/2004;30/06/2009
45532;0,03;58844;08/09/2004;30/06/2009
45532;0,02;58844;08/09/2004;30/06/2009
45532;0;58844;08/09/2004;30/06/2009
45532;0,0575;58845;31/01/2005;30/06/2009
45532;0,045;58845;31/01/2005;30/06/2009
45532;0,035;58845;31/01/2005;30/06/2009
45532;0,025;58845;31/01/2005;30/06/2009
45532;0,02;58845;31/01/2005;30/06/2009
45532;0;58845;31/01/2005;30/06/2009
45532;0,0525;58846;30/09/2006;30/06/2009
45532;0,0475;58846;30/09/2006;30/06/2009
45532;0,04;58846;30/09/2006;30/06/2009
45532;0,03;58846;30/09/2006;30/06/2009
45532;0,025;58846;30/09/2006;30/06/2009
45532;0,02;58846;30/09/2006;30/06/2009
45532;0,015;58846;30/09/2006;30/06/2009
45532;0;58846;30/09/2006;30/06/2009
45585;0,0475;58857;10/01/2005;30/06/2009
45585;0,0375;58857;10/01/2005;30/06/2009
45585;0,025;58857;10/01/2005;30/06/2009
45585;0,02;58857;10/01/2005;30/06/2009
45585;0;58857;10/01/2005;30/06/2009
